date,geography,geography code,Unemployment history: Total: All usual residents aged 16 years and over not in employment the week before the census,Unemployment history: Not in employment: Worked in the last 12 months,Unemployment history: Not in employment: Not worked in the last 12 months,Unemployment history: Not in employment: Never worked
2021,England,E92000001,19601743,2592965,11983992,5024786
2021,England and Wales,K04000001,20792707,2729755,12762983,5299969
2021,Wales,W92000004,1190965,136790,778991,275184
