,LSOA21CD,LSOA21NM,geometry,nc_walk_15_all,nc_walk_30_all,nc_transit_15_all,nc_transit_30_all
187,E01010759,Bradford 058F,"POLYGON ((409880.373 430024.276000001, 409893 429992, 410082.0525 430118.704, 410095.718 430069.721000001, 410264.506 429930.661, 410328.709 429963.265000001, 410391.898 429898.122, 410502.942 429922.798, 410565.313 429784.675000001, 410606.622 429803.727, 410713 429696, 410733 429623, 410683 429602, 410733.0401 429445.979900001, 410804 429460, 410876.452 429260.415999999, 410847.906 429261.594000001, 410788.188 429113.187000001, 410706.594 429019.905999999, 410632.907 428818.907, 410356.194 428742.096999999, 410228.71 428554.000499999, 410100.094 428584.812000001, 410017.6 428553.199999999, 409938.813 428568.905999999, 409791.5 428459.4, 409713.094 428306.187000001, 409802.6865 428149.214, 409744.514 428089.056, 409630.5 428002.905999999, 409578.908 428181.307, 409635.313 428265.312000001, 409373.5 428429.187000001, 409188.307 428458.903000001, 409086.064 428316.597999999, 409065.5 428345.780999999, 409007.905 428339.096999999, 408982.938 428491.931500001, 408952.897 428458.589, 408786.5 428555.094000001, 408706.38 428772.313999999, 408958.454 428935.197000001, 409407.956 428660.876, 409486.156 428528.255999999, 409632.579 428579.483999999, 409592.178 428734.447000001, 409799 428833, 409776 428949, 409691.851 429041.540999999, 409744.08 429047.413000001, 409909.376 428932.878, 409994.228 429024.5461, 410332.534 429085.293, 410370.079 429015.096000001, 410421 429048, 410369 429185.001, 410485 429500, 410442.5866 429535.989399999, 410432.2998 429549.646500001, 410317.497 429390.152000001, 410156.944 429394.785, 410062.679 429445.942, 410081.509 429458.982000001, 410044 429519, 410079.951 429561.867000001, 410048.781 429587.089, 410071.627 429615.646, 410027.882 429640.041999999, 410078.61 429758.078, 410018.297 429797.402000001, 409993.86 429811.645, 409985.453 429784.021, 409869.197 429755.426000001, 409724.4976 429782.3948, 409701.657 429858.277000001, 409681.436 429910.215, 409701.22 429922.412, 409782.02 429960.437999999, 409738.27 430080.067, 409844.332 430114.577, 409893.303 430167.780999999, 409850.889 430195.354, 409811.804 430291.050000001, 409848.905 430378.386, 409970.193 430341.414000001, 409957.6846 430201.014599999, 409951.778 430156.028000001, 409900.614 430147.211999999, 409933.512 430052.407, 409880.373 430024.276000001))",0.8,1.0,1.4,2.0
188,E01010760,Bradford 058G,"POLYGON ((410078.61 429758.078, 410027.882 429640.041999999, 410071.627 429615.646, 410048.781 429587.089, 410079.951 429561.867000001, 410044 429519, 410081.509 429458.982000001, 410062.679 429445.942, 410156.944 429394.785, 410317.497 429390.152000001, 410432.2998 429549.646500001, 410442.5866 429535.989399999, 410485 429500, 410369 429185.001, 410421 429048, 410370.079 429015.096000001, 410332.534 429085.293, 409994.228 429024.5461, 409909.376 428932.878, 409744.08 429047.413000001, 409691.851 429041.540999999, 409776 428949, 409799 428833, 409592.178 428734.447000001, 409632.579 428579.483999999, 409486.156 428528.255999999, 409407.956 428660.876, 408958.454 428935.197000001, 408706.38 428772.313999999, 408499.212 428728.353, 408495.429 428787.389, 408710.188 429113, 408666 429145.193, 408708.47 429269.6405, 408662.593 429349.594000001, 408659.0516 429430.7008, 408697 429427, 408815.569 429519.546, 408960.412 429491.247, 409006.862 429457.705, 409116.526 429484.914999999, 409219.593 429399.988, 409182.489 429359.173, 409260.567 429296.822000001, 409356.145 429334.822000001, 409314.525 429372.028000001, 409314.036 429495.801999999, 409245 429464.001, 409237.6115 429520.567, 409186 429569, 409324.9795 429557.186000001, 409334.6909 429627.7894, 409400.696 429601.863, 409404.7475 429533.088, 409504.011 429557.5, 409555.392 429680.557, 409601.3026 429598.191400001, 409690.891 429683.045, 409585.515 429751.634, 409724.4976 429782.3948, 409869.197 429755.426000001, 409985.453 429784.021, 409993.86 429811.645, 410018.297 429797.402000001, 410078.61 429758.078))",0.8333333333333334,1.0,1.0,1.8333333333333333
189,E01010761,Bradford 049G,"POLYGON ((412784.557 431696.573999999, 413021.631 431534.603, 413235.206 431383.57, 413201.132 431328.176000001, 413118.804 431213.372, 413117 431211.666999999, 413116.8 431159.206800001, 413057.523 431134.529999999, 413064.945 431088.765000001, 413013.169 431066.726, 413046.765 430990.098999999, 412987.7 430935.392000001, 412971.0265 430920.0185, 413013.369 430894.409, 413062.569 430895.07, 413055.1919 430721.2808, 413051.073 430551, 412937 430588, 412877 430644, 412841.48 430668.132999999, 412826.083 430642.471000001, 412769.212 430676.105, 412760.784 430616.221000001, 412643.995 430592.533, 412611.785 430650.386, 412390.7742 430650.4416, 412384.9527 430692.9845, 412217.811 430686.327, 412290.4045 430776.497, 412197.9495 430792.877, 412146.187 430764.561000001, 412067.009 430927.468, 412089.421 430930.226, 412168.313 430925.094000001, 412158.501 430993.687000001, 412225.906 430988.405999999, 412242.188 430923, 412302.25 430918.654999999, 412360.216 431046.994000001, 412406.498 431018.308, 412376.098 430963.403999999, 412430.3356 430928.6217, 412525.833 431104.3462, 412540 431227.687999999, 412581.548 431297.612, 412664.44 431436.575999999, 412726.813 431543.812000001, 412724.406 431583.405999999, 412682.812 431573.097999999, 412645.3175 431709.079500001, 412689.108 431730.140000001, 412712.313 431737.001, 412784.557 431696.573999999))",0.6,2.6,1.0,5.2
190,E01010762,Bradford 055C,"POLYGON ((413643.502 431044.744000001, 413727.747 430828.716, 413729.101 430825.199999999, 413726.145 430572.574999999, 413723.313 430404.189999999, 413638.0584 430437.1086, 413535.138 430476.146, 413540.919 430508.132999999, 413638.274 430548.566, 413625.981 430641.99, 413570.705 430668.106000001, 413533.884 430749.982000001, 413418.711 430800.729, 413382.73 430896.856000001, 413344.75 430873.460000001, 413296.658 430915.284, 413257.15 430886.398, 413237.09 430921.131999999, 413183.119 430923.944, 413065 430920.999, 413062.569 430895.07, 413013.369 430894.409, 412971.0265 430920.0185, 412987.7 430935.392000001, 413046.765 430990.098999999, 413013.169 431066.726, 413064.945 431088.765000001, 413057.523 431134.529999999, 413116.8 431159.206800001, 413117 431211.666999999, 413118.804 431213.372, 413308.3808 431125.1699, 413582.4666 431050.3391, 413643.502 431044.744000001))",1.0,2.4,0.8,5.2
191,E01010763,Bradford 055D,"POLYGON ((413237.09 430921.131999999, 413257.15 430886.398, 413296.658 430915.284, 413344.75 430873.460000001, 413382.73 430896.856000001, 413418.711 430800.729, 413533.884 430749.982000001, 413570.705 430668.106000001, 413625.981 430641.99, 413638.274 430548.566, 413540.919 430508.132999999, 413535.138 430476.146, 413327.265 430533.271, 413093.906 430547.187000001, 413103.204 430456.583000001, 413120.541 430309.164999999, 413064.554 430239.253, 412936.481 430164.937999999, 412898 430179.999, 412909.9802 430217.931600001, 412889.6215 430268.716, 412931.267 430445.012, 412899.715 430486.564999999, 412848.033 430449.372, 412711.919 430433.893999999, 412672.291 430465.732000001, 412635.444 430422.521, 412591 430468.136, 412652.128 430513.323000001, 412647.185 430587.908, 412643.995 430592.533, 412760.784 430616.221000001, 412769.212 430676.105, 412826.083 430642.471000001, 412841.48 430668.132999999, 412877 430644, 412937 430588, 413051.073 430551, 413055.1919 430721.2808, 413062.569 430895.07, 413065 430920.999, 413183.119 430923.944, 413237.09 430921.131999999))",0.4,1.0,1.2,3.8
192,E01010764,Bradford 010C,"POLYGON ((413349 443190.405999999, 413597.188 442720.687000001, 414260.813 442724.501, 414468.406 442602.405999999, 414516.313 442533.687000001, 414644.898 442509.809, 414610.188 442434.312000001, 414630.688 442302.187000001, 414600.188 442276, 414651.5 442176.094000001, 414600.593 442038.812000001, 414638.813 441994.094000001, 414678.313 441762.687000001, 414839.094 441621.280999999, 414971.0115 441594.646500001, 415000 441544.312000001, 415041.5545 441551.274499999, 415099.905 441469.405999999, 415081.231 441418.885, 415274.813 441338.094000001, 415264.813 441253.905999999, 415398.5 441198, 415444.208 441225.184, 415444.7065 441202.282, 415597.144 441220.091, 415617 441166.405999999, 415661.6513 441158.1527, 415667.404 441100.693, 415811.405 440981.687000001, 415817.093 440872.596999999, 415520.5667 440887.692, 415477.761 440930.983999999, 415288.694 440970.403999999, 415162.5 441067.5, 415062.807 441028.5, 414895.188 441041.095000001, 414844 441085.687000001, 414738.219 441110.5, 414649.31 441209.093, 414342.656 441370.437000001, 414223.406 441389.187000001, 414156.712 441324.813999999, 413919.313 441380, 413914.903 441428.687000001, 413828.5 441421.5, 413549.313 441202.594000001, 413412.001 441185.594000001, 413387.406 441158, 413147.813 440731.312000001, 413124.745 440588.057, 413190.406 440448, 413163.594 440291.312000001, 413066 440176, 412934.313 440142.687000001, 412886 440076.312000001, 412936.813 440000.094000001, 412903.188 439805.595000001, 412717.688 439755, 412559.399 439647.493000001, 412557.595 439648.835000001, 412451.2686 439914.5636, 412401.813 440018.875, 412165 439914.975, 412094.672 440080.27, 412055.351 440160.078, 412018.7334 440280.170499999, 411999.23 440272.683, 411950.5975 440418.7915, 411883.1975 440397.0525, 411812.621 440569.563999999, 411768.71 440549.808, 411728.805 440648.472999999, 411703.405 440690.593, 411586.404 440622.596999999, 411502.594 440700.499, 411471.837 440681.986, 411345.635 440928.4955, 411139.296 440876.764, 410981.818 440947.357999999, 410825.653 441194.559, 410734.998 441134.239, 410635.0786 441144.149900001, 410542.922 441373.556, 410424.245 441550.999, 410419.274 441615.944, 410339.216 441629.209000001, 410342.959 441546.388, 410370.414 441528.517000001, 410307.808 441448.788000001, 410120.531 441334.789000001, 410029.288 441364.426000001, 410100 441452, 410071.185 441601.107999999, 410091.188 441654.094000001, 410053.501 441722.692, 410113.606 441762.4025, 410106.813 441832.094000001, 410373.313 442024, 410543.5 442064.905999999, 410545.188 442225.812000001, 410573.073 442254.761, 410712 442148.375, 410926.813 442173, 410734.321 443155.972999999, 410705.094 443328.094000001, 410755.406 443408.407, 410963.802 443496.460000001, 411085.906 443513.312000001, 411252.094 443648.187000001, 411377.5 443866.5, 412072.8315 444837.399, 412360.999 444550.687000001, 412636.906 444091, 412716.188 443839.001, 412986 443617.405999999, 413220.095 443319.822000001, 413349 443190.405999999))",0.0,0.0,0.0,0.4
193,E01010765,Bradford 010D,"POLYGON ((410542.922 441373.556, 410635.0786 441144.149900001, 410734.998 441134.239, 410825.653 441194.559, 410981.818 440947.357999999, 411139.296 440876.764, 411345.635 440928.4955, 411471.837 440681.986, 411389.813 440627.687000001, 411340.313 440645.687000001, 411169.115 440493.768999999, 411132.5 440467.187000001, 411105.406 440523.687000001, 410972.693 440506.501, 410936.445 440632.4387, 410844.808 440674, 410847.481 440595.27, 410778.813 440364.780999999, 410568.188 440524.812000001, 410490.188 440460.312000001, 410502.4613 440408.6348, 410618.594 440293.280999999, 410750.813 440028.187000001, 410478.803 440022.663000001, 410449.5 440068.226, 410246.259 440327.412, 410041 440491.594000001, 409839.258 440586.613, 409613.596 440652.812000001, 409615.313 440857.5, 409753.188 440991.094000001, 409663.667 441044.112, 409632.099 441062.809, 409632.6661 441063.5228, 409813.983 441291.752, 409968.5 441188.187000001, 410037.688 441208.25, 409995 441282.812000001, 410029.288 441364.426000001, 410120.531 441334.789000001, 410307.808 441448.788000001, 410370.414 441528.517000001, 410342.959 441546.388, 410339.216 441629.209000001, 410419.274 441615.944, 410424.245 441550.999, 410542.922 441373.556))",0.0,0.5714285714285714,1.1428571428571428,3.7142857142857144
194,E01010766,Bradford 010E,"POLYGON ((411812.621 440569.563999999, 411883.1975 440397.0525, 411950.5975 440418.7915, 411999.23 440272.683, 412018.7334 440280.170499999, 412055.351 440160.078, 412094.672 440080.27, 412165 439914.975, 412190.595 439837, 412107.026 439802.307, 411904.906 439718.905999999, 411868.507 439818.312000001, 411836.285 439860.379000001, 411759.93 439839.822000001, 411667.688 439812.905999999, 411668.209 439806.905999999, 411676.499 439689.312000001, 411579.157 439664.272, 411533.999 439642.812000001, 411552.594 439835.687000001, 411528.712 439963.846000001, 411584.906 439947.375, 411681.287 440051.7335, 411669.1248 440168.827400001, 411660.814 440248.807, 411805.458 440272.574999999, 411768.71 440549.808, 411812.621 440569.563999999))",0.0,0.5,0.25,0.5
195,E01010767,Bradford 003A,"POLYGON ((416303.268 446545.684, 416401.79 446485.210000001, 416380.1535 446485.338500001, 416381.036 446388.244000001, 416281.773 446391.682, 416296.133 446346.4045, 416425.009 446293.460000001, 416414.746 446256.154999999, 416444 446242, 416469.652 446317.557, 416568.337 446312.622, 416588.84 446235.936000001, 416660.769 446074.955, 416677.0085 446074.117000001, 416861.131 446064.921, 416904.3342 446255.938999999, 416979.364 446234.604, 416964.258 446191.209000001, 417004.568 446166.619000001, 416973 446063, 416817.034 445970.02, 416798.782 445933.584000001, 416896.963 445870.636, 416817.782 445817.654999999, 416764.302 445853.3325, 416735.765 445993.518999999, 416586.432 445974.09, 416481.083 446050.312000001, 416362.553 446041.913000001, 416340 446005, 416426 445988, 416417.915 445963.829, 416370.797 445910.18, 416295.391 445926.02, 416257.5338 445863.2644, 416223.091 445909.672, 415925.705 446169.049000001, 415578.099 446431.332, 415760.706 446517.432, 415713 446443.001, 415759.961 446410.613, 415762.28 446354.835000001, 415896 446309, 415942.982 446256.255000001, 415982.908 446287.521, 416035.937 446320.9, 416105.537 446330.926999999, 416107.661 446422.774, 416153.73 446463.188999999, 416220.334 446417.799000001, 416282.214 446477.220000001, 416350.607 446490.183, 416303.268 446545.684))",0.0,0.0,0.0,0.0
196,E01010768,Bradford 003B,"POLYGON ((416041.406 447277.905999999, 416167.813 447235.687000001, 416533.75 447412.312000001, 416803.219 447457.905999999, 416841.813 447388.404999999, 416776.406 447234.312000001, 416775.219 447003.25, 416855.001 446837.404999999, 417005.313 446563.125, 417147.788 446410.659, 417034.385 446363.438999999, 416972.994 446463.368000001, 416990.11 446492.685000001, 416790.127 446588.970000001, 416705.309 446632.881999999, 416669.819 446547.061000001, 416615.523 446624.903000001, 416568.155 446623.27, 416585.359 446648.720000001, 416526.869 446646.614, 416494.308 446679.294, 416432.405 446644.956, 416399.985 446535.852, 416318.9676 446571.036599999, 416248.115 446596.593, 416194.4855 446666.107999999, 416164 446578, 416248 446557, 416240.78 446527.026000001, 416282.214 446477.220000001, 416220.334 446417.799000001, 416153.73 446463.188999999, 416107.661 446422.774, 416105.537 446330.926999999, 416035.937 446320.9, 415982.908 446287.521, 415942.982 446256.255000001, 415896 446309, 415762.28 446354.835000001, 415759.961 446410.613, 415713 446443.001, 415760.706 446517.432, 415578.099 446431.332, 415925.705 446169.049000001, 415866.383 446077.922, 415894.405 446018.216, 415858.66 445873.112, 415749.9845 445780.943, 415637.648 445761.228, 415466.684 445765.368000001, 415423.566 445768.801999999, 415345 445845, 415148.431 446120.838, 415105.318 446250.834000001, 414490.01 446464.75, 414395.376 446542.642000001, 414592.5 447270.5, 414523.098 447320.193, 414628.436 447466.745999999, 414687.688 447487.403000001, 414771.094 447317.5, 414824.813 447273.687000001, 415000 447218.812000001, 415122.844 447223.969000001, 415273.906 447295.937000001, 415314 447503.905999999, 415391.998 447608.311000001, 415512.313 447645.811000001, 415659.814 447597.187000001, 416041.406 447277.905999999))",0.0,0.0,0.0,0.0
197,E01010769,Bradford 003C,"POLYGON ((416494.308 446679.294, 416526.869 446646.614, 416585.359 446648.720000001, 416568.155 446623.27, 416615.523 446624.903000001, 416669.819 446547.061000001, 416705.309 446632.881999999, 416790.127 446588.970000001, 416990.11 446492.685000001, 416972.994 446463.368000001, 417034.385 446363.438999999, 417147.788 446410.659, 417238.193 446347.376, 417341 446237, 417333 446187, 417119 446089, 417064.4815 445999.820499999, 417004.391 446079.029999999, 417046.375 446136.875, 417004.568 446166.619000001, 416964.258 446191.209000001, 416979.364 446234.604, 416904.3342 446255.938999999, 416861.131 446064.921, 416677.0085 446074.117000001, 416660.769 446074.955, 416588.84 446235.936000001, 416568.337 446312.622, 416469.652 446317.557, 416444 446242, 416414.746 446256.154999999, 416425.009 446293.460000001, 416296.133 446346.4045, 416281.773 446391.682, 416381.036 446388.244000001, 416380.1535 446485.338500001, 416401.79 446485.210000001, 416303.268 446545.684, 416350.607 446490.183, 416282.214 446477.220000001, 416240.78 446527.026000001, 416248 446557, 416164 446578, 416194.4855 446666.107999999, 416248.115 446596.593, 416318.9676 446571.036599999, 416399.985 446535.852, 416432.405 446644.956, 416494.308 446679.294))",0.0,0.0,0.0,0.6
198,E01010770,Bradford 005A,"POLYGON ((414490.01 446464.75, 415105.318 446250.834000001, 415148.431 446120.838, 415345 445845, 415423.566 445768.801999999, 415466.684 445765.368000001, 415637.648 445761.228, 415749.9845 445780.943, 415858.66 445873.112, 415894.405 446018.216, 415866.383 446077.922, 415925.705 446169.049000001, 416223.091 445909.672, 416257.5338 445863.2644, 416318.719 445776.256999999, 416429.227 445569.396, 416479.111 445612.764, 416503.474 445600.931, 416582.8055 445476.108999999, 416646.728 445443.328, 416648.712 445478.2235, 416693.541 445426.743000001, 416701.517 445404.919, 416841.176 445453.853, 416843.588 445515.797, 416813.3915 445508.073000001, 416847.778 445575.756999999, 416908.106 445587.473999999, 416905.991 445469.866, 416976 445462, 416989.172 445404.608999999, 416950.006 445372.908, 416972.141 445289.513, 416925.44 445194.1688, 416958.855 445162.899499999, 417033.862 445163.229, 417058.664 445121.612500001, 417046.968 445035, 416902.051 445051.060000001, 416823.35 445028.614, 416754 444729, 416817.509 444551.5385, 416844 444561, 416949.173 444410.423, 416933.961 444325.16, 416991.389 444297.554, 417007.346 444227.403999999, 417073.026 444185.913000001, 417072.977 444133.200999999, 417036.598 444074.175000001, 416855 444011, 416795.9043 443934.014799999, 416794.885 443997.810000001, 416750.503 444038.476, 416614.183 444024.052999999, 416612.344 444110.361, 416658.308 444177.07, 416600.405 444363.77, 416489.0398 444393.570800001, 416272.3545 444610.579500001, 416227.139 444681.102, 416207.4185 444911.0055, 416000.872 445039.653000001, 415930 444945, 415941 444809, 415848.126 444739.626, 415909.572 444680.720000001, 415766.688 444477.634, 415809.409 444380.236, 415933.606 444269.933499999, 415922 444217, 415765.957 444135.043, 415796 444043, 415995.998 443978.374, 416029.357 444107.403999999, 416136.47 444060.437999999, 416284.027 444116.323000001, 416314.092 443986.835999999, 416402.752 443974.487, 416435.184 443805.356000001, 416290.802 443595.972999999, 416493.649 443543.623, 416679.498 443562.631999999, 416568 443366, 416724.091 443333.619999999, 416697.023 443284.802999999, 416585.5 443308.905999999, 416535.313 443253.312000001, 416384.841 443224.236, 416220.595 443224.812000001, 416107.906 443189.594000001, 416019.406 443235.405999999, 415649.31 443648.687000001, 415391.642 443805.027000001, 415373.813 443754.687000001, 415250.313 443807.905999999, 415172.691 443799.402000001, 414987 443671.687000001, 414587.813 443911, 414774 444207.594000001, 414064.17 444544.5845, 413572.207 444290.2805, 413220.095 443319.822000001, 412986 443617.405999999, 412716.188 443839.001, 412636.906 444091, 412360.999 444550.687000001, 412072.8315 444837.399, 412473.594 445160.594000001, 413170.406 445443.594000001, 414114.312 446078.187000001, 414270.87 446256.183, 414320 446253.5, 414395.376 446542.642000001, 414490.01 446464.75))",0.0,0.0,0.0,0.0
199,E01010771,Bradford 003D,"POLYGON ((418017.6646 446037.453, 418016.105 445962.6094, 417996.688 445878.687000001, 417903.688 445820.812000001, 417758.306 445177.123, 417247.512 444939.040999999, 417180.258 444860.619999999, 417243.891 444693.772, 417175.392 444679.081, 417130.156 444610.323000001, 416997.631 444532.26, 417007.538 444502.129000001, 416949.173 444410.423, 416844 444561, 416817.509 444551.5385, 416754 444729, 416823.35 445028.614, 416902.051 445051.060000001, 417046.968 445035, 417058.664 445121.612500001, 417033.862 445163.229, 416958.855 445162.899499999, 416925.44 445194.1688, 416972.141 445289.513, 416950.006 445372.908, 416989.172 445404.608999999, 416976 445462, 416905.991 445469.866, 416908.106 445587.473999999, 416847.778 445575.756999999, 416813.3915 445508.073000001, 416843.588 445515.797, 416841.176 445453.853, 416701.517 445404.919, 416693.541 445426.743000001, 416648.712 445478.2235, 416646.728 445443.328, 416582.8055 445476.108999999, 416503.474 445600.931, 416479.111 445612.764, 416429.227 445569.396, 416318.719 445776.256999999, 416257.5338 445863.2644, 416295.391 445926.02, 416370.797 445910.18, 416417.915 445963.829, 416426 445988, 416340 446005, 416362.553 446041.913000001, 416481.083 446050.312000001, 416586.432 445974.09, 416735.765 445993.518999999, 416764.302 445853.3325, 416817.782 445817.654999999, 416896.963 445870.636, 416798.782 445933.584000001, 416817.034 445970.02, 416973 446063, 417004.568 446166.619000001, 417046.375 446136.875, 417004.391 446079.029999999, 417064.4815 445999.820499999, 417119 446089, 417333 446187, 417341 446237, 417238.193 446347.376, 417591.188 446224.312000001, 417899.281 446050.875, 418017.6646 446037.453))",0.0,0.0,0.0,0.0
200,E01010772,Bradford 005B,"POLYGON ((417752.76 444430.926000001, 417720 444192, 417678.6582 444205.6022, 417651.882 444161.072000001, 417696.777 444142.058, 417677 444102, 417581.841 444072.666999999, 417540.837 444018.376, 417413.4575 443961.050000001, 417374.778 443917.322000001, 417391.086 443884.216, 417316.403 443820.766000001, 417327.794 443751.304, 417289.678 443749.061000001, 417282.25 443853.309, 417243.144 443871.073999999, 417235.703 443933.199999999, 417154.244 443929.306, 417136.677 443878.881999999, 417042.141 443907.073000001, 417108.368 443992.052999999, 417111.983 444044.970000001, 417082.177 444059.995999999, 417109.123 444093.918, 417180.606 444084.194, 417198.706 444110.153000001, 417185.272 444143.714, 417119.618 444109.812000001, 417072.977 444133.200999999, 417073.026 444185.913000001, 417007.346 444227.403999999, 416991.389 444297.554, 416933.961 444325.16, 416949.173 444410.423, 417007.538 444502.129000001, 416997.631 444532.26, 417130.156 444610.323000001, 417175.392 444679.081, 417243.891 444693.772, 417180.258 444860.619999999, 417247.512 444939.040999999, 417758.306 445177.123, 417802.313 445128.5, 417744.906 444964, 417686.188 444898.312000001, 417701 444733.5, 417771.688 444574.5, 417704.5983 444445.1383, 417752.76 444430.926000001))",0.0,0.0,0.0,0.25
201,E01010773,Bradford 005C,"POLYGON ((417916.6582 444282.3466, 417950.094 444254.905999999, 418049.083 444281.094000001, 418282.094 444208.905999999, 418327.665 444233.9015, 418438 444217.719000001, 418604.775 444120.550000001, 418677.5032 444048.6052, 418679.499 443911.405999999, 418459.0915 443932.058499999, 418323.594 443883.594000001, 418123.423 443653.971000001, 418029.313 443540.312000001, 418135.16 443311.329, 418131.831 443311.653000001, 417902.342 443316.684, 417867.9525 443382.895500001, 417810.76 443381.478, 417620.03 443437.088, 417495.403 443452.5, 417335.863 443414.925000001, 417336.701 443456.255999999, 417450.717 443460.506999999, 417452.9995 443494.942500001, 417354.4785 443505.113500001, 417393.11 443576.549000001, 417453 443571, 417448.952 443601.071, 417364.684 443645.438999999, 417280.3575 443672.354499999, 417278.582 443630.096999999, 417311.4445 443620.152000001, 417276.162 443551.397, 417125.595 443558.0655, 417099.715 443517.807, 417010.9562 443539.963, 417045.803 443619.472999999, 417032.755 443675.297, 417129.547 443698.050000001, 417107.096 443636.534, 417209.081 443617.130999999, 417247.393 443701.737, 417214.301 443734.889, 417233.704 443768.971000001, 417289.678 443749.061000001, 417327.794 443751.304, 417316.403 443820.766000001, 417391.086 443884.216, 417374.778 443917.322000001, 417413.4575 443961.050000001, 417540.837 444018.376, 417581.841 444072.666999999, 417677 444102, 417696.777 444142.058, 417651.882 444161.072000001, 417678.6582 444205.6022, 417720 444192, 417752.76 444430.926000001, 417831.906 444340.5, 417926.645 444312.7848, 417912.103 444286.085000001, 417916.6582 444282.3466))",0.0,0.0,0.0,0.5
202,E01010774,Bradford 005D,"POLYGON ((416658.308 444177.07, 416612.344 444110.361, 416614.183 444024.052999999, 416750.503 444038.476, 416794.885 443997.810000001, 416795.9043 443934.014799999, 416855 444011, 417036.598 444074.175000001, 417072.977 444133.200999999, 417119.618 444109.812000001, 417185.272 444143.714, 417198.706 444110.153000001, 417180.606 444084.194, 417109.123 444093.918, 417082.177 444059.995999999, 417111.983 444044.970000001, 417108.368 443992.052999999, 417042.141 443907.073000001, 417136.677 443878.881999999, 417154.244 443929.306, 417235.703 443933.199999999, 417243.144 443871.073999999, 417282.25 443853.309, 417289.678 443749.061000001, 417233.704 443768.971000001, 417214.301 443734.889, 417247.393 443701.737, 417209.081 443617.130999999, 417107.096 443636.534, 417129.547 443698.050000001, 417032.755 443675.297, 417045.803 443619.472999999, 417010.9562 443539.963, 417099.715 443517.807, 417125.595 443558.0655, 417276.162 443551.397, 417311.4445 443620.152000001, 417278.582 443630.096999999, 417280.3575 443672.354499999, 417364.684 443645.438999999, 417448.952 443601.071, 417453 443571, 417393.11 443576.549000001, 417354.4785 443505.113500001, 417452.9995 443494.942500001, 417450.717 443460.506999999, 417336.701 443456.255999999, 417335.863 443414.925000001, 417041.869 443257.302999999, 416997 443217.312000001, 416697.023 443284.802999999, 416724.091 443333.619999999, 416568 443366, 416679.498 443562.631999999, 416493.649 443543.623, 416290.802 443595.972999999, 416435.184 443805.356000001, 416402.752 443974.487, 416314.092 443986.835999999, 416284.027 444116.323000001, 416136.47 444060.437999999, 416029.357 444107.403999999, 415995.998 443978.374, 415796 444043, 415765.957 444135.043, 415922 444217, 415933.606 444269.933499999, 415809.409 444380.236, 415766.688 444477.634, 415909.572 444680.720000001, 415848.126 444739.626, 415941 444809, 415930 444945, 416000.872 445039.653000001, 416207.4185 444911.0055, 416227.139 444681.102, 416272.3545 444610.579500001, 416489.0398 444393.570800001, 416600.405 444363.77, 416658.308 444177.07))",0.0,0.0,0.0,0.4
203,E01010775,Bradford 024D,"POLYGON ((416453.78 437194.348999999, 416496.196 437151.904999999, 416586.2625 437266.024, 416660.26 437185.046, 416716.616 437198.742000001, 416598.645 437078.464, 416457.852 436937.668, 416551.966 436863.3528, 416566.193 436824.375, 416532.701 436793.0995, 416557.208 436564.316, 416589.013 436415.982000001, 416582.93 436413.42, 416505.958 436471.163000001, 416491.839 436530.367000001, 416457.889 436514.796, 416440.5752 436547.802200001, 416430.433 436525.787, 416361.0095 436556.171499999, 416355.557 436828.426999999, 416331.649 436852.642000001, 416314.739 436554.040999999, 416223.216 436411.01, 416042.352 436417.373400001, 416043.045 436507.073999999, 416080.68 436576.966, 416136.043 436559.634, 416261.616 436683.687999999, 416278.951 436863.004000001, 416308.8587 436892.0779, 416234 436926, 416258.599 436960.725, 416264.585 436973.327, 416296.905 437055.482000001, 416270.176 437105.119999999, 416303.029 437108.77, 416272.456 437176.511, 416351.167 437274.243000001, 416414.592 437196.794, 416453.78 437194.348999999))",0.0,3.3333333333333335,0.0,2.1666666666666665
204,E01010776,Bradford 021A,"POLYGON ((415534.005 437120.129000001, 415553.999 436972, 415741 436829, 415770.004 436827.903999999, 415781.968 436893.775, 415929.903 436733.147, 415931.8784 436735.1942, 416019.098 436824.812000001, 416015.566 436874.851, 416068.192 436875.357000001, 416069.501 436943.864, 416124.625 436933.717, 416132.371 436745.163000001, 416080.68 436576.966, 416043.045 436507.073999999, 416042.352 436417.373400001, 415881.418 436312.614, 415854.147 436379.833000001, 415783.122 436304.517999999, 415720.9325 436380.809, 415731 436425, 415621.236 436458, 415637 436345.999, 415606.418 436337.908, 415599.729 436249.672, 415564.607 436226.163000001, 415586.85 436110.658, 415645 435934, 415576.813 435910.405999999, 415413.001 435886.903999999, 415370.126 436032.369000001, 415315.606 436270.176999999, 415462 436317, 415375 436488, 415303.001 436550, 415309.165 436572.647, 415373.88 436558.175000001, 415322.583 436617.911, 415316.694 436676.291999999, 415423 436695, 415460.999 436673, 415435 436636, 415502 436629, 415472 436688, 415500.715 436728.397, 415560.609 436700.117000001, 415557 436849.739, 415522.544 436874.278000001, 415427.776 436854.737, 415345.728 437049.023, 415368.19 437071.241, 415300.463 437097.937999999, 415343.842 437140.6394, 415386.767 437122.163000001, 415419.148 437106.880999999, 415491.5865 437154.764599999, 415534.005 437120.129000001))",1.4,4.6,1.2,3.8
