,LSOA21CD,LSOA21NM,geometry,nc_walk_15_all,nc_walk_30_all,nc_transit_15_all,nc_transit_30_all
693,E01011277,Leeds 014A,"POLYGON ((419767.323 440633.626, 419810.7765 440585.524, 419836.594 440595.76, 419857.0855 440643.729, 419892.63 440641.744999999, 419913.813 440596.662, 420145.595 440711.739, 420171.984 440679.852, 420228.093 440689.3785, 420228.863 440611.344000001, 420269.687 440562.605, 420314 440509, 420333.336 440526.617000001, 420377.97 440479.213, 420448.736 440469.242000001, 420404.882 440437.649, 420438.182 440357.772, 420389.425 440301.095000001, 420338.661 440324.107999999, 420246.761 440279.551000001, 420275.441 439996.624, 420373.426 440008.211999999, 420401.647 439964.468, 420363.851 439951.266000001, 420361 439877.914999999, 420410.985 439844.249, 420359.149 439860.345000001, 420332.385 439755.310000001, 420364.709 439727.866, 420418.257 439707.277000001, 420412.591 439676.113, 420311.836 439650.452, 420391 439634, 420354.229 439560.220000001, 420239.048 439561.262, 420291.188 439674.594000001, 420154.999 439938.596999999, 420153.185 440187.187999999, 419856.313 440146.687000001, 419843.287 440210.172, 419800.355 440211.378, 419694.406 440220.499, 419686.048 440524.492000001, 419606.977 440502.653000001, 419662.916 440621.479, 419654.725 440661.606000001, 419808 440732, 419828.9726 440701.0392, 419852 440663, 419767.323 440633.626))",0.2,1.2,0.0,0.8
694,E01011278,Leeds 014B,"POLYGON ((420432.988 440718.529999999, 420459.909 440620.774, 420437.014 440627.142000001, 420415.112 440578.927999999, 420434.447 440553.503, 420481.771 440546.262, 420505.821 440632.957, 420546.32 440639.289000001, 420577 440620, 420608.573 440584.609999999, 420627.602 440419.446, 420659.225 440397.141000001, 420670 440268, 421102.0732 440418.5538, 421145.139 440368.4155, 421120.333 440315.096000001, 421159.922 440264.253, 421195.658 440227.157, 421145.2135 440118.59, 420961.465 439969.058, 420915.29 439918.6226, 420853.984 439831.034600001, 420810.0956 439618.650599999, 420790.5624 439572.5864, 420579.781 439542.905999999, 420363.813 439560.187000001, 420228.596 439491.501, 420239.048 439561.262, 420354.229 439560.220000001, 420391 439634, 420311.836 439650.452, 420412.591 439676.113, 420418.257 439707.277000001, 420364.709 439727.866, 420332.385 439755.310000001, 420359.149 439860.345000001, 420410.985 439844.249, 420361 439877.914999999, 420363.851 439951.266000001, 420401.647 439964.468, 420373.426 440008.211999999, 420275.441 439996.624, 420246.761 440279.551000001, 420338.661 440324.107999999, 420389.425 440301.095000001, 420438.182 440357.772, 420404.882 440437.649, 420448.736 440469.242000001, 420377.97 440479.213, 420333.336 440526.617000001, 420314 440509, 420269.687 440562.605, 420330.359 440623.899, 420378.885 440629.759, 420390.688 440728.464, 420432.988 440718.529999999))",1.0,1.1666666666666667,0.0,1.1666666666666667
695,E01011279,Leeds 008C,"POLYGON ((420728.594 444168, 420715.407 444013.689999999, 420616.188 443432.811000001, 420484.689 443297.904999999, 420435.188 443199.5, 420472.813 442990.594000001, 420544.396 442911.771500001, 420541.496 442726.09, 420434.094 442527.687000001, 420439.3326 442439.956599999, 420377 442277, 420105.001 442101, 420013.099 442080.015000001, 420046.42 442142.513, 420171.452 442278.208000001, 419949.182 442296.581, 419657.752 442272.486, 419594.91 442295.179, 419615.45 442402.079, 419508 442490, 419483.563 442487.141000001, 419443.828 442478.465, 419381 442342, 419301 442328, 419337 442280, 419283.463 442200.875, 419088.164 442138.774, 419057.721 442248.838, 419023.916 442239.005999999, 419005.316 442315.844000001, 419034.411 442468.987, 419153.071 442447.732000001, 419230.473 442457.472999999, 419202.918 442529.828, 419165.937 442550.948999999, 419181.544 442601.536499999, 419108.425 442768.482999999, 419125.882 442838.045, 419036.683 442952.272, 419062.419 443125.051999999, 418981.945 443203.064999999, 418820.592 443175.550000001, 418765.522 443315.001, 418558.936 443323.004799999, 418405 443298, 418135.16 443311.329, 418029.313 443540.312000001, 418123.423 443653.971000001, 418323.594 443883.594000001, 418459.0915 443932.058499999, 418679.499 443911.405999999, 418677.5032 444048.6052, 418719.684 444191.989, 418942.405 444133.905999999, 419462.867 444133.517000001, 419657.404 444167.999, 419941.291 444165.693, 420144.951 444163.612500001, 420308.807 444198.5, 420728.594 444168))",0.0,0.6,0.0,2.0
696,E01011280,Leeds 008D,"POLYGON ((418765.522 443315.001, 418820.592 443175.550000001, 418981.945 443203.064999999, 419062.419 443125.051999999, 419036.683 442952.272, 419125.882 442838.045, 419108.425 442768.482999999, 419181.544 442601.536499999, 419165.937 442550.948999999, 419202.918 442529.828, 419230.473 442457.472999999, 419153.071 442447.732000001, 419034.411 442468.987, 419005.316 442315.844000001, 419023.916 442239.005999999, 419036.355 442185.862, 419006.723 442170.032, 418944.321 442221.754000001, 418948.123 442317.738700001, 418865.533 442403.828, 418819.922 442377.248, 418738.505 442440.351, 418887 442536, 418862.216 442623.91, 418778.262 442651.548, 418637.555 442552.869000001, 418598.68 442761.477, 418566.667 442718.229, 418523.149 442593.546, 418613 442474, 418401 442368, 418401 442319, 418513.17 442100.795, 418437.153 442038.552999999, 418421.236 442140.486, 418460.636 442181.327, 418351.7085 442215.2315, 418304.448 442264.683, 418373.924 442327.075999999, 418351.442 442363.367000001, 418139 442500, 418130 442479, 417974 442783, 417959.915 442864.914000001, 417902.342 443316.684, 418131.831 443311.653000001, 418135.16 443311.329, 418405 443298, 418558.936 443323.004799999, 418765.522 443315.001))",0.0,0.0,0.0,1.0
697,E01011281,Leeds 059A,"POLYGON ((426043.2312 435391.701400001, 426103.4353 435265.398700001, 426276.313 435118.312000001, 426432.7823 435168.672, 426531.133 435043.823999999, 426642.594 434772.594000001, 426770.7135 434685.1315, 426968.405 434632.687000001, 427042.405 434643.774, 427071.287 434499.364, 426858 434468, 426777 434413, 426664 434502, 426608 434426, 426714.832 434351.528999999, 426640 434285, 426583 434352, 426431 434437, 426304 434419, 426125.2254 434305.2016, 425952 434700.001, 425943.666 434665.274, 425937.387 434632.119000001, 425928 434598, 425835.22 434628.668, 425815.627 434608.975, 425757.797 434630.7465, 425764.141 434672.164999999, 425593.536 434747.981000001, 425597.123 434791.028999999, 425669.066 434804.804, 425661.387 434903.254000001, 425591.408 434956.947000001, 425613.406 435052.5995, 425556 435042, 425555.227 435069.835000001, 425468.111 435150.004000001, 425468.3635 435281.585999999, 425352.6056 435307.2706, 425470.094 435377.405999999, 425534.375 435375.942, 425622.86 435386.623, 425827.313 435447.094000001, 425960.405 435570.594000001, 426043.2312 435391.701400001))",0.8333333333333334,3.0,0.3333333333333333,5.333333333333333
698,E01011282,Leeds 059B,"POLYGON ((425190.024 434751.0384, 425150 434692, 425115 434714, 425063.747 434659.811000001, 425042.8722 434633.306, 424967 434665, 424941.1445 434617.380000001, 424849.12 434643.151000001, 424792.144 434811.939200001, 424762.431 434852.836999999, 424694.258 434953.32, 424708.593 435016.094000001, 424938.499 435128.264, 424967.901 435140.021, 425018 435117, 425005 435063.952, 424978.766 435056.637, 424998.5 435024.088, 425035.594 435006.486, 425070.719 434916.568, 425137.401 434856.331499999, 425112.673 434828.211999999, 425194 434776, 425190.024 434751.0384))",0.0,2.0,0.0,6.0
699,E01011283,Leeds 059C,"POLYGON ((425757.797 434630.7465, 425815.627 434608.975, 425835.22 434628.668, 425928 434598, 425937.387 434632.119000001, 425943.666 434665.274, 425952 434700.001, 426125.2254 434305.2016, 426100.291 434262.676999999, 426134.984 434270.602, 426147.76 434234.659, 426081.891 434205.232000001, 426032.112 434220.283, 425973.089 434304.095000001, 425865.613 434326.062999999, 425872.2412 434359.4296, 425830.041 434386.960000001, 425823.073 434345.035, 425706.446 434247.380000001, 425696.888 434222.634, 425484 434282, 425398.741 434458.372, 425467.104 434450.105, 425503.07 434478.387, 425508.529 434517.687999999, 425588.912 434558.652000001, 425594.639 434620.391000001, 425556.175 434653.225, 425601.035 434701.585999999, 425593.536 434747.981000001, 425764.141 434672.164999999, 425757.797 434630.7465))",0.0,1.5,0.0,5.25
700,E01011284,Leeds 071A,"POLYGON ((427246.9424 434556.470000001, 427329.906 434319.780999999, 427315.094 434180.687000001, 427589.688 434199.594000001, 427822.294 434089.509, 427899 434093.5, 427931.906 433888, 428024.6076 433696.216, 427952.064 433621.396, 427903.058 433642.147, 427803.957 433580.086999999, 427773 433606, 427811.045 433679.511, 427624.253 433716.573000001, 427538.667 433709.221999999, 427408 433661, 427460 433761, 427424.329 433758.567, 427345 433738, 427298.301 433659.941, 427191.197 433660.362, 427160.456 433571.831, 427020.99 433585.873, 426958 433594, 426981 433740, 426956.846 433749.115, 426928.0576 433759.9858, 426950 433825, 426892 433865, 426938.348 433982.039999999, 426849.484 434103.101, 426757.266 434261.831, 426788.126 434300.759, 426714.832 434351.528999999, 426608 434426, 426664 434502, 426777 434413, 426858 434468, 427071.287 434499.364, 427042.405 434643.774, 427110.224 434724.954, 427166 434704.594000001, 427246.9424 434556.470000001))",3.0,7.285714285714286,4.142857142857143,12.571428571428571
701,E01011286,Leeds 059D,"POLYGON ((425597.123 434791.028999999, 425593.536 434747.981000001, 425601.035 434701.585999999, 425556.175 434653.225, 425594.639 434620.391000001, 425588.912 434558.652000001, 425508.529 434517.687999999, 425503.07 434478.387, 425467.104 434450.105, 425398.741 434458.372, 425484 434282, 425696.888 434222.634, 425685.015 434191.890000001, 425638.06 434154.966, 425513 434188, 425264.945 434220.919, 425170 434209.619000001, 425132.034 434252.288000001, 425211.391 434321.373, 425195.171 434405.310000001, 425162 434405, 425149 434363, 424947.813 434438.288000001, 424849.12 434643.151000001, 424941.1445 434617.380000001, 424967 434665, 425042.8722 434633.306, 425063.747 434659.811000001, 425115 434714, 425150 434692, 425190.024 434751.0384, 425253.978 434732.289000001, 425398.288 434685.710999999, 425438.288 434713.625, 425470.505 434780.744999999, 425505.534 434761.475, 425524.316 434784.631999999, 425574.1 434940.812000001, 425591.408 434956.947000001, 425661.387 434903.254000001, 425669.066 434804.804, 425597.123 434791.028999999))",0.0,1.5,0.0,6.5
702,E01011287,Leeds 067B,"POLYGON ((424447.126 434446.8212, 424542.159 434439.882999999, 424571.023 434440.473999999, 424655.401 434442.197000001, 424628.659 434344.738, 424595.491 434310.145, 424614.129 434293.436000001, 424489.182 434273.722999999, 424467 434212.425000001, 424681 434120, 424670.876 434180.560000001, 424693.675 434188.859999999, 424778.273 434234.012, 424797.32 434185.040999999, 424728.264 434127.295, 424747.449 434087.505000001, 424725.869 434062.516000001, 424511.716 433985.173, 424436.094 433965, 424257.088 433957.001, 424086.97 434033.093, 424060.632 434057.8676, 423987.467 434142.789000001, 423862.8318 434276.7948, 423930.5 434317.812000001, 424078.4364 434507.5648, 424447.126 434446.8212))",0.2,1.0,0.2,4.4
703,E01011292,Leeds 071B,"POLYGON ((426981 433740, 426958 433594, 427020.99 433585.873, 427066 433518, 426985 433461, 426990 433436, 427021 433422, 427054 433471, 427145 433515, 427176.733 433345.916999999, 427204.756 433431.983999999, 427264 433289, 427348.2316 433290.0392, 427351.856 433355.152000001, 427396 433363, 427440.499 433255.102, 427490.893 433327.204, 427554.4028 433313.800799999, 427501.833 433291.220000001, 427594.027 433272.836999999, 427653.0015 433299.676999999, 427665.331 433276.560000001, 427548.997 433169.756999999, 427477.543 433163.857999999, 427485.928 433113.132999999, 427620 433137, 427642.527 433097.048, 427585.045 433007.301999999, 427319.073 433067.966, 427227.6142 433075.460000001, 427022.4268 433102.7074, 427021.15 433102.915999999, 426766.721 433075.062000001, 426686.392 433076.59, 426758.79 433129.707, 426771.599 433177.419, 426850 433141, 426928 433300, 426793 433372, 426820.94 433419.073999999, 426751.205 433464.34, 426768.574 433548.189999999, 426716.508 433654.630999999, 426790.093 433618.562000001, 426956.846 433749.115, 426981 433740))",3.0,5.333333333333333,4.166666666666667,13.5
704,E01011293,Leeds 071C,"POLYGON ((427460 433761, 427408 433661, 427538.667 433709.221999999, 427624.253 433716.573000001, 427811.045 433679.511, 427773 433606, 427803.957 433580.086999999, 427903.058 433642.147, 427952.064 433621.396, 427836.971 433539.244000001, 427803.021 433549.285, 427784 433459, 427663.042 433462.012, 427664.686 433580.361, 427632.779 433569.353, 427565.919 433500.832, 427568.34 433451.319, 427612 433456, 427648 433334, 427554.4028 433313.800799999, 427490.893 433327.204, 427440.499 433255.102, 427396 433363, 427351.856 433355.152000001, 427348.2316 433290.0392, 427264 433289, 427204.756 433431.983999999, 427176.733 433345.916999999, 427145 433515, 427054 433471, 427021 433422, 426990 433436, 426985 433461, 427066 433518, 427020.99 433585.873, 427160.456 433571.831, 427191.197 433660.362, 427298.301 433659.941, 427345 433738, 427424.329 433758.567, 427460 433761))",4.0,6.0,6.333333333333333,18.0
705,E01011294,Leeds 071D,"POLYGON ((428024.6076 433696.216, 428181.813 433542.905999999, 428082.3005 433560.782500001, 428015.3343 433437.2325, 428039.195 433398.791999999, 428074.1313 433275.9789, 428078.3184 433261.26, 428073.0259 433259.4014, 428053.71 433252.618000001, 428000.523 433229.662, 427978.003 433239.685000001, 427945.6558 433164.4112, 427891.5 433019.5, 427967 432984, 427943.638 432930.392999999, 427915.12 432899.652000001, 427619.092 433002.395, 427585.045 433007.301999999, 427642.527 433097.048, 427620 433137, 427485.928 433113.132999999, 427477.543 433163.857999999, 427548.997 433169.756999999, 427665.331 433276.560000001, 427653.0015 433299.676999999, 427594.027 433272.836999999, 427501.833 433291.220000001, 427554.4028 433313.800799999, 427648 433334, 427612 433456, 427568.34 433451.319, 427565.919 433500.832, 427632.779 433569.353, 427664.686 433580.361, 427663.042 433462.012, 427784 433459, 427803.021 433549.285, 427836.971 433539.244000001, 427952.064 433621.396, 428024.6076 433696.216))",4.0,5.4,5.2,13.0
706,E01011295,Leeds 059E,"POLYGON ((425555.227 435069.835000001, 425556 435042, 425613.406 435052.5995, 425591.408 434956.947000001, 425574.1 434940.812000001, 425524.316 434784.631999999, 425505.534 434761.475, 425470.505 434780.744999999, 425438.288 434713.625, 425398.288 434685.710999999, 425253.978 434732.289000001, 425190.024 434751.0384, 425194 434776, 425112.673 434828.211999999, 425137.401 434856.331499999, 425070.719 434916.568, 425035.594 435006.486, 424998.5 435024.088, 424978.766 435056.637, 425005 435063.952, 425018 435117, 424967.901 435140.021, 424980.226 435144.959000001, 425257.95 435269.571, 425352.6056 435307.2706, 425468.3635 435281.585999999, 425468.111 435150.004000001, 425555.227 435069.835000001))",1.3333333333333333,2.6666666666666665,0.5,5.166666666666667
707,E01011296,Leeds 030A,"POLYGON ((440005.574 437249.438999999, 440020.553 437136.453, 440083.001 437155.427999999, 440103.698 437285.786, 440065.823 437284.664000001, 440064.211 437390.193, 440137.4375 437328.2215, 440262.433 437364.794, 440251.703 437287.796, 440354.641 437193.209000001, 440410.7112 437207.567199999, 440384.946 436945.562999999, 440420.091 436936.995999999, 440419.34 436906.949999999, 440468.305 436906.949999999, 440546.965 436964.505000001, 440821.924 437048.829, 440995.947 436993.964, 440988.688 436891.687000001, 440927.906 436769.280999999, 440947.813 436724.187000001, 440901.813 436730.186000001, 440879.688 436680.905999999, 440874.094 436605.594000001, 440907.7695 436557.9815, 440867.281 436413.812000001, 440911.906 436294.094000001, 440852.479 436206.6072, 440798.505 436148.809, 440808.688 436067.783, 440756.314 436038.717, 440753.406 435852.312000001, 440794.406 435769.405999999, 440781.8065 435541.567, 440719.313 435348.905999999, 440754.094 435233.280999999, 440748.188 435109.312000001, 440724.688 435058.812000001, 440501.906 434899, 440480.807 434851.501, 440327.814 434797.810000001, 440341 434772.907, 440205.406 434664, 440400 434408.5, 440367.191 434171.816, 440343.499 434206.687000001, 440340.1005 434122.4603, 440230.594 433880.094000001, 439994.1998 433784.8017, 439526.1145 433894.807499999, 439534.906 433920.594000001, 439414.594 433949.5, 439449.304 434264.185000001, 439417 434715.404999999, 439454.093 434737.595000001, 439437.5 434812.594000001, 439411.782 434860.687000001, 439162 434873, 439152.594 434917.594000001, 439138.813 435007.404999999, 439430.5 435087.789999999, 439414 435398.594000001, 439639.5 435453.687000001, 439776.499 435448.812000001, 439582.595 436097.808, 439516.813 436274.905999999, 439541.313 436574.687000001, 439391.906 436911.117000001, 439718 436986, 439713.284 437000, 439644.2405 437150.2645, 439805.143 437210.611, 439786.065 437242.689999999, 439821.208 437346.096000001, 439864.784 437365.649, 439922.391 437473.869000001, 439963 437474, 439974.007 437468.495999999, 440035.579 437427.456, 439982.983 437420.875, 439987.513 437324.389, 439946.674 437320.363, 439939.831 437286.129000001, 440005.574 437249.438999999))",0.0,0.0,0.0,0.16666666666666666
708,E01011297,Leeds 030B,"POLYGON ((442665 437799, 442714.245 437635.874, 442773.7375 437644.784, 442862.811 437720.991, 443145 437492, 443214.109 437478.52, 443143.591 437398.157, 443237.485 437360.536, 443287.991 437438.033, 443362.812 437444.117000001, 443391.5035 437498.062999999, 443394.027 437556.715, 443350.275 437566.036, 443381.699 437575.6, 443352.812 437587.873, 443360.53 437645.651000001, 443416.914 437656.036, 443406.855 437886.970000001, 443459.011 437892.159, 443467.479 437925.237, 443539.3735 437874.6755, 443621.86 437864.356000001, 443719.79 437852.195, 443789.996 437720.968, 443844.896 437779.176000001, 443909.3884 437782.987600001, 443927.125 437709.405999999, 443790.75 437683.594000001, 444010.406 437596.812000001, 444307.305 437303.695, 444704.406 437009.5, 445098.594 436635.219000001, 445254.285 436536.312000001, 445545 436506.905999999, 445497.4 436177.737, 445717 435924.905999999, 445946.499 435806.687999999, 445849.529 435639.579, 445707.097 435579.282, 445687.688 435481, 445569.813 435488.405999999, 445487.281 435544.155999999, 445368.654 435560.706, 445295.313 435035.062999999, 445213.405 435023.095000001, 445232.911 434827.040999999, 445277.6228 434719.922599999, 445264.781 434500.687000001, 445304.906 434058.562000001, 445435.595 433455.171499999, 445369.813 432777.687000001, 445448.5 432702.187000001, 445473.906 432630.094000001, 445430.813 432641.687000001, 445320 432413, 445313.4422 431908.315400001, 445073.813 432081.094000001, 444846.941 432139.390000001, 444702.124 432489.114, 444711 432831, 444684.629 433016.596999999, 444647.999 433213, 444466.267 433184.216, 444437.9275 433141.896, 444297.733 433169.227, 444402.581 433327.494999999, 444349.924 433349.009, 444316.514 433414.228, 444282.986 433408.489, 444283.543 433516.938999999, 444222.808 433477.911, 444196.344 433501.5825, 444090.747 433430.142999999, 444042.669 433436.316, 444040.674 433519.366, 444145.886 433657.934, 444094.461 433699.432, 444025.724 433626.971000001, 443963.307 433645.017000001, 443880.526 433721.113, 443564.123 433861.655999999, 443517.409 434668.713, 443460 434774, 443292 434941, 443264.373 435056.380000001, 443241.0857 434887.765799999, 442999.81 432071.3621, 442996.594 432021.596000001, 442662.097 431980, 442604.188 432250.905999999, 442454.459 432257.992000001, 442431.524 432341.720799999, 442343.6465 432595.494999999, 442288.5 432588.812000001, 442275.855 432652.088, 442119.7675 432629.327, 441948.5911 432676.5394, 441921.594 432680.405999999, 441945.874 432904.498, 441941.095 432985.902000001, 441852.406 432973.312999999, 441818.174 433239.159, 441826.5 433268, 441880.594 433268.094000001, 442040.2136 433765.8226, 442087.4855 433903.9575, 441915.05 433956.808, 441888.312 433965.498, 441832.473 433826.509, 441786.811 433734.720000001, 441651.071 433791.891000001, 441347.7954 433908.372400001, 441152.594 433887.687000001, 441006.5161 434103.986, 440819.905 434366.596000001, 440801.594 434423.687000001, 440721.185 434452.09, 440572.094 434230.594000001, 440528.305 434245.401000001, 440367.191 434171.816, 440400 434408.5, 440205.406 434664, 440341 434772.907, 440327.814 434797.810000001, 440480.807 434851.501, 440501.906 434899, 440724.688 435058.812000001, 440748.188 435109.312000001, 440754.094 435233.280999999, 440719.313 435348.905999999, 440781.8065 435541.567, 440794.406 435769.405999999, 440753.406 435852.312000001, 440756.314 436038.717, 440808.688 436067.783, 440798.505 436148.809, 440852.479 436206.6072, 440911.906 436294.094000001, 440867.281 436413.812000001, 440907.7695 436557.9815, 440874.094 436605.594000001, 440879.688 436680.905999999, 440901.813 436730.186000001, 440947.813 436724.187000001, 440927.906 436769.280999999, 440988.688 436891.687000001, 440995.947 436993.964, 441003.313 437177.312000001, 440977.5 437182.687000001, 440978.3195 437248.806500001, 440890.33 437315.17, 440938.177 437417.797, 441091.594 437471.219000001, 441106.813 437512.687000001, 441386.688 437661.405999999, 441616.5 437692.594000001, 441903.189 437832.407, 442070.688 437980.812000001, 442139.76 437996.3095, 442288.906 438105, 442396.406 438087.812000001, 442417.219 438029.404999999, 442514.5 438011.187000001, 442527.808 437954.291999999, 442586.1705 437927.831, 442583.094 437883.280999999, 442665 437799))",0.0,0.0,0.0,0.3333333333333333
709,E01011298,Leeds 088A,"POLYGON ((443963.307 433645.017000001, 444025.724 433626.971000001, 444094.461 433699.432, 444145.886 433657.934, 444040.674 433519.366, 444042.669 433436.316, 444090.747 433430.142999999, 444196.344 433501.5825, 444222.808 433477.911, 444283.543 433516.938999999, 444282.986 433408.489, 444316.514 433414.228, 444349.924 433349.009, 444402.581 433327.494999999, 444297.733 433169.227, 444437.9275 433141.896, 444466.267 433184.216, 444647.999 433213, 444684.629 433016.596999999, 444711 432831, 444702.124 432489.114, 444846.941 432139.390000001, 444815.811 432161.497, 444517 431713.812000001, 444371.594 431781.405999999, 444219.7816 431800.365599999, 443587.688 431915.594000001, 442999.81 432071.3621, 443241.0857 434887.765799999, 443264.373 435056.380000001, 443292 434941, 443460 434774, 443517.409 434668.713, 443564.123 433861.655999999, 443880.526 433721.113, 443963.307 433645.017000001))",0.0,0.0,0.0,0.0
710,E01011299,Leeds 088B,"POLYGON ((445313.4422 431908.315400001, 445460.75 431703.187000001, 445395.688 431658, 446002.344 431177.594000001, 445785.406 430965.907, 446322.031 430925.562000001, 446356.5 430945, 446525.813 430780.5, 446768.938 430324.719000001, 446875.313 430000.094000001, 446867.094 429833.312000001, 446758.8076 429582.4802, 446774.993 429681.6295, 446742.0565 429689.509500001, 446728.188 429540.219000001, 446462.5 429404.719000001, 446600.782 429108.405999999, 446585.5 429017.530999999, 446414.307 429057.499, 446365.719 429032.125, 446152.781 429043.468, 445886 428929.687000001, 445859.096 428987.306, 445742.313 428973.719000001, 445689.904 429123.592, 445444.625 429053.713, 445421.594 428861.437000001, 445458.5 428641.193, 445410.5 428529.280999999, 445414.219 428347.780999999, 445252.1285 427693.488500001, 445500.494 427793.399, 445602.094 427792.312000001, 445789.406 427594, 446014.219 427502.187000001, 446111.8897 427569.4453, 446132.3238 427484.4212, 445728.813 427189, 445625.597 427240.403000001, 445502.312 427397.907, 445373.1725 427398.012700001, 445219.406 427254.094000001, 445087.5469 427036.627499999, 444928.094 426791.405999999, 444751.687 426703.187000001, 444665.312 426716, 444525.688 426847.905999999, 444421.593 426896.905999999, 444321.781 426892.687000001, 444153.094 426805.5, 444128.1896 426799.1998, 444040.5 426793.094000001, 443696.813 426880.405999999, 443213.704 426652.941, 443035.594 426562.594000001, 442552.094 426315.812000001, 442410.902 426318.310000001, 442332.594 426553.905999999, 442315.5 426791.405999999, 442241.313 426871.094000001, 442009.792 427016.669, 441864.589 427154.549000001, 441751.123 427378.85, 441620.725 427653.781500001, 441402.705 427780.204, 441559.761 427805.721999999, 441751.936 427759.012, 441754.984 427790.823000001, 441784.442 427789.364, 441804.0924 427762.947699999, 441868 427770, 441830.2205 427803.387, 441838.312 427844.335000001, 441971.084 427909.653999999, 441878.637 428048.843, 441954.849 428062.032, 442149.511 427959.096000001, 442217.907 427918.612, 442315.005 428027.642999999, 442438.177 428044.007999999, 442451.136 428081.146, 442621.021 427997.194, 442616 428231.312000001, 442657.587 428509.812999999, 442862.7483 430474.359999999, 442978.903 431631.782, 442996.594 432021.596000001, 442999.81 432071.3621, 443587.688 431915.594000001, 444219.7816 431800.365599999, 444371.594 431781.405999999, 444517 431713.812000001, 444815.811 432161.497, 444846.941 432139.390000001, 445073.813 432081.094000001, 445313.4422 431908.315400001))",0.5,0.75,0.625,4.625
711,E01011300,Leeds 089A,"POLYGON ((441087.792 431684.638, 441149.851 431420.466, 441100.521 431422.642999999, 441071.409 431342.103, 441116.459 431308.483999999, 441113 431294, 441207.001 431253, 441334.93 430984.960000001, 441342.324 430966.353, 441309.807 430895.306500001, 441209.387 430842.995999999, 441099.6755 430888.1105, 441000.576 430871.161499999, 440984.81 430834.325999999, 440952.913 430872.245999999, 440888.003 430856.725, 440826.65 430861.709000001, 440711.438 430971.028000001, 440566.228 431036.211999999, 440710.126 431115.295, 440698.8769 431356.2873, 440665.076 431294.732000001, 440579.2435 431240.350500001, 440564.414 431445.602, 440706.775 431428.267000001, 440754.812 431444.878, 440773.628 431497.096999999, 440572.7605 431665.9155, 440894.824 431879.164000001, 441087.792 431684.638))",0.0,2.0,0.4,2.8
712,E01011301,Leeds 089B,"POLYGON ((441577.933 431144.788000001, 441582.791 431100.085999999, 441685.4575 431143.395500001, 441665.267 431076.09, 441707.4688 430963.7282, 441694.488 430918.225, 441662.599 430857.560000001, 441634 430859.895, 441633.227 430801.812000001, 441531.548 430879.645, 441478.033 430802.718, 441491 430778, 441458.2115 430761.145, 441461.0635 430693.3335, 441499.499 430633.6525, 441432.48 430515.672, 441250 430537, 441240.9882 430505.971799999, 441187.892 430530.025, 441110.358 430567.914999999, 441157.994 430626.898, 441141.793 430668.882999999, 441170.011 430657.616, 441206.45 430810.478, 441209.387 430842.995999999, 441309.807 430895.306500001, 441342.324 430966.353, 441334.93 430984.960000001, 441207.001 431253, 441113 431294, 441116.459 431308.483999999, 441377.532 431360.903000001, 441460.6385 431305.583000001, 441414.41 431233.331, 441430.341 431194.370999999, 441577.933 431144.788000001))",1.5,2.0,1.5,3.0
713,E01011302,Leeds 088C,"POLYGON ((441264.731 431973.35, 441710.8 431808.800000001, 441904.68 431798.142200001, 442118.813 431744.812000001, 442507.906 431738.094000001, 442978.903 431631.782, 442862.7483 430474.359999999, 442862.65 430494.913000001, 442259 430444, 442329.601 430616.299000001, 442277.48 430633.521, 442155.893 430481.325999999, 442039.635 430582.173, 442090.713 430688.361, 442055.981 430761.011, 442095.427 430831.799000001, 441979.227 430854.354, 441952.601 430746.106000001, 442014.339 430740.264, 442007.035 430699.357000001, 441926.954 430713.415999999, 441907.828 430657.358999999, 441735 430682, 441720.68 430741.233999999, 441651.095 430730.935000001, 441644.2806 430679.250600001, 441696.297 430616.662, 441752 430655, 441950.191 430602.444, 441894.061 430432.764, 441775.499 430430.083000001, 441712 430441, 441640.365 430565.229, 441574.877 430428.382999999, 441555 430626, 441491 430778, 441478.033 430802.718, 441531.548 430879.645, 441633.227 430801.812000001, 441634 430859.895, 441662.599 430857.560000001, 441694.488 430918.225, 441707.4688 430963.7282, 441665.267 431076.09, 441685.4575 431143.395500001, 441582.791 431100.085999999, 441577.933 431144.788000001, 441430.341 431194.370999999, 441414.41 431233.331, 441460.6385 431305.583000001, 441377.532 431360.903000001, 441116.459 431308.483999999, 441071.409 431342.103, 441100.521 431422.642999999, 441149.851 431420.466, 441087.792 431684.638, 440894.824 431879.164000001, 440572.7605 431665.9155, 440773.628 431497.096999999, 440754.812 431444.878, 440706.775 431428.267000001, 440564.414 431445.602, 440579.2435 431240.350500001, 440665.076 431294.732000001, 440698.8769 431356.2873, 440710.126 431115.295, 440566.228 431036.211999999, 440501.131 431037.006999999, 440280.003 430930.704, 440284.476 430964.649, 440263.815 431057.082, 440306.219 431135.405999999, 440265 431222.905999999, 440266.688 431308.594000001, 440199.313 431392.594000001, 440195 431515.903000001, 440161.281 431526.686000001, 440166.389 431581.6525, 440134.313 431580.905999999, 440100.0844 431690.412, 440222.0092 431823.0364, 440309.594 431836.187000001, 440537.594 431795.501, 440568 432111.687000001, 440668.752 432081.703, 440951.406 432077.812000001, 441052.078 432041.619999999, 441264.731 431973.35))",1.6666666666666667,2.0,1.6666666666666667,3.1666666666666665
