date,geography,geography code,Disability: Total: All usual residents,Disability: Disabled under the Equality Act,Disability: Disabled under the Equality Act: Day-to-day activities limited a lot,Disability: Disabled under the Equality Act: Day-to-day activities limited a little,Disability: Not disabled under the Equality Act,Disability: Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Disability: Not disabled under the Equality Act: No long term physical or mental health conditions
2021,England,E92000001,56490048,9774510,4140357,5634153,46715538,3856029,42859509
2021,England and Wales,K04000001,59597542,10444776,4459763,5985013,49152766,4062569,45090197
2021,Wales,W92000004,3107494,670266,319406,350860,2437228,206540,2230688
