from_id,to_id,travel_time
E00056671,5648,24.0
E00056671,9447,24.0
E00056671,9644,27.0
E00056653,5648,27.0
E00056653,9447,27.0
E00056653,9644,31.0
E00054529,121,12.0
E00054529,9461,12.0
E00054529,12117,12.0
E00054527,121,7.0
E00054527,9461,7.0
E00054527,12117,7.0
E00054531,121,10.0
E00054531,3287,25.0
E00054531,5733,32.0
E00054531,6992,28.0
E00054531,9461,10.0
E00054531,9462,25.0
E00054531,12117,10.0
E00054203,937,30.0
E00054198,937,24.0
E00054204,937,24.0
E00054195,937,26.0
E00054200,937,25.0
E00054197,937,21.0
E00054199,937,23.0
E00054671,937,29.0
E00054177,937,18.0
E00054670,937,24.0
E00054665,937,26.0
E00054668,937,29.0
E00054194,937,19.0
E00054201,937,26.0
E00054179,937,23.0
E00054178,937,21.0
E00054191,937,19.0
E00054192,937,13.0
E00054193,937,10.0
E00054196,937,12.0
E00054189,937,9.0
E00054176,937,7.0
E00177864,937,20.0
E00177864,7295,24.0
E00054190,937,13.0
E00054663,937,22.0
E00054699,937,19.0
E00054700,937,25.0
E00054188,937,12.0
E00054698,937,17.0
E00054175,937,12.0
E00054186,937,11.0
E00054693,937,15.0
E00054693,3144,31.0
E00054183,937,4.0
E00054526,121,2.0
E00054526,3287,29.0
