date,geography,geography code,Hours worked: Total: All usual residents aged 16 years and over in employment the week before the census,Hours worked: Part-time,Hours worked: Part-time: 15 hours or less worked,Hours worked: Part-time: 16 to 30 hours worked,Hours worked: Full-time,Hours worked: Full-time: 31 to 48 hours worked,Hours worked: Full-time: 49 or more hours worked
2021,England,E92000001,26405214,7871438,2731449,5139989,18533776,15608863,2924913
2021,England and Wales,K04000001,27773665,8281004,2855066,5425938,19492661,16427651,3065010
2021,Wales,W92000004,1368451,409566,123617,285949,958885,818788,140097
