date,geography,geography code,Disability: Disabled under the Equality Act: Day-to-day activities limited a lot,Disability: Disabled under the Equality Act: Day-to-day activities limited a little,Disability: Not disabled under the Equality Act
2021,England,E92000001,7.5,10.2,82.3
2021,England and Wales,K04000001,7.6,10.2,82.2
2021,Wales,W92000004,10.0,11.1,78.9
