date,geography,geography code,Religion (detailed): Total: All Usual Residents,Religion (detailed): Christian,Religion (detailed): Buddhist,Religion (detailed): Hindu,Religion (detailed): Jewish,Religion (detailed): Muslim ,Religion (detailed): Sikh,Religion (detailed): No religion,Religion (detailed): No religion: Agnostic,Religion (detailed): No religion: Atheist,Religion (detailed): No religion: Free Thinker,Religion (detailed): No religion: Humanist,Religion (detailed): No religion: No religion,Religion (detailed): No religion: Realist,Religion (detailed): Other religion,Religion (detailed): Other religion: Alevi,Religion (detailed): Other religion: Animism,Religion (detailed): Other religion: Baha'i,Religion (detailed): Other religion: Believe in God,Religion (detailed): Other religion: Brahma Kumari,Religion (detailed): Other religion: Chinese Religion,Religion (detailed): Other religion: Church of All Religion,Religion (detailed): Other religion: Confucianist,Religion (detailed): Other religion: Deist,Religion (detailed): Other religion: Druid,Religion (detailed): Other religion: Druze,Religion (detailed): Other religion: Eckankar,Religion (detailed): Other religion: Heathen,Religion (detailed): Other religion: Jain,Religion (detailed): Other religion: Mixed Religion,Religion (detailed): Other religion: Mysticism,Religion (detailed): Other religion: Native American Church,Religion (detailed): Other religion: New Age,Religion (detailed): Other religion: Occult,Religion (detailed): Other religion: Other religions,Religion (detailed): Other religion: Own Belief System,Religion (detailed): Other religion: Pagan,Religion (detailed): Other religion: Pantheism,Religion (detailed): Other religion: Rastafarian,Religion (detailed): Other religion: Ravidassia,Religion (detailed): Other religion: Reconstructionist,Religion (detailed): Other religion: Satanism,Religion (detailed): Other religion: Scientology,Religion (detailed): Other religion: Shamanism,Religion (detailed): Other religion: Shintoism,Religion (detailed): Other religion: Spiritual,Religion (detailed): Other religion: Spiritualist,Religion (detailed): Other religion: Taoist,Religion (detailed): Other religion: Theism,Religion (detailed): Other religion: Thelemite,Religion (detailed): Other religion: Traditional African Religion,Religion (detailed): Other religion: Unification Church,Religion (detailed): Other religion: Universalist,Religion (detailed): Other religion: Valmiki,Religion (detailed): Other religion: Vodun,Religion (detailed): Other religion: Wicca,Religion (detailed): Other religion: Witchcraft,Religion (detailed): Other religion: Yazidi ,Religion (detailed): Other religion: Zoroastrian,Religion (detailed): Religion not stated
2021,Tewkesbury,E07000083,94886,48345,341,684,70,521,113,38749,57,26,0,27,38636,3,397,0,0,6,1,0,0,0,0,1,4,0,0,5,1,12,0,0,1,0,67,3,119,2,5,0,2,3,0,39,0,47,57,2,0,0,0,0,2,0,0,13,0,3,2,5666
2021,Basingstoke and Deane,E07000084,185155,84090,1583,4099,168,2802,505,80443,108,48,1,23,80263,0,1142,0,1,18,9,0,0,0,0,3,12,0,0,12,20,23,3,0,1,0,179,9,280,8,5,0,1,16,3,259,0,83,116,11,5,0,1,0,0,0,0,47,7,0,10,10323
2021,East Hampshire,E07000085,125745,64194,403,361,213,749,83,51488,59,46,1,38,51344,0,594,9,1,4,1,0,1,0,0,2,8,1,1,6,7,19,0,0,3,0,107,3,199,5,5,0,0,7,1,3,1,87,61,8,0,1,0,0,2,0,1,34,3,0,3,7660
2021,Eastleigh,E07000086,136440,62367,514,1350,114,1406,1023,61378,79,28,0,23,61248,0,628,4,1,9,4,0,0,0,0,2,5,0,0,19,11,30,1,0,0,0,122,8,143,5,2,31,3,10,3,1,2,62,110,6,2,1,1,0,1,0,0,24,3,0,2,7660
2021,Fareham,E07000087,114516,56248,341,401,66,714,88,49989,51,23,3,24,49886,2,493,6,0,3,5,0,0,0,0,0,3,1,0,8,5,18,0,0,1,1,84,3,163,2,14,0,0,10,1,1,4,39,83,5,1,0,0,0,1,0,0,30,0,0,1,6176
2021,Gosport,E07000088,81951,36558,272,226,37,454,29,39660,44,13,0,18,39585,0,521,0,1,3,1,0,0,0,1,2,3,0,1,14,0,8,0,1,1,0,74,4,186,1,12,0,2,8,1,8,3,43,93,5,0,3,1,0,2,0,0,37,2,0,0,4194
2021,Hart,E07000089,99409,49461,630,1187,117,807,325,40898,51,29,0,27,40791,0,405,1,0,10,0,0,0,0,0,3,6,0,0,4,9,22,1,0,0,0,81,1,81,1,6,0,1,6,0,42,2,43,55,7,0,1,0,0,0,0,0,19,1,0,2,5579
2021,Havant,E07000090,124205,56317,357,339,97,657,98,58868,47,16,2,26,58777,0,618,4,0,4,6,0,0,0,0,2,8,0,0,9,1,4,0,0,3,0,115,5,198,6,4,0,2,10,1,0,6,50,117,10,1,0,0,0,1,0,0,44,3,0,4,6854
2021,New Forest,E07000091,175789,90768,536,284,234,590,87,71538,85,39,1,37,71376,0,1011,20,9,9,5,0,0,0,0,4,11,1,0,15,5,23,0,1,2,0,179,11,347,7,8,0,1,9,3,6,5,90,172,4,0,1,0,0,3,0,1,49,4,0,6,10741
2021,Rushmoor,E07000092,99754,42173,4732,5708,60,2462,198,37853,57,40,0,16,37740,0,1244,1,0,3,5,0,0,0,0,2,6,0,0,18,19,18,0,0,0,0,163,4,132,2,7,1,0,6,2,706,4,48,56,4,0,0,0,0,0,0,0,32,0,0,5,5324
2021,Test Valley,E07000093,130493,65873,619,1015,114,1180,581,53028,75,34,2,28,52889,0,600,2,4,0,4,0,0,0,0,1,13,0,0,19,6,18,0,1,0,2,112,1,182,9,4,0,1,14,1,19,3,58,93,5,2,0,1,0,0,0,1,17,2,0,5,7483
2021,Winchester,E07000094,127448,61948,789,948,219,904,188,53755,95,55,1,44,53560,0,674,6,0,11,3,0,0,0,1,0,9,1,0,11,7,20,0,0,1,0,133,5,203,14,3,1,1,13,1,45,6,72,63,9,4,0,0,0,1,0,0,27,1,0,2,8023
2021,Broxbourne,E07000095,99012,52492,479,1150,365,4249,156,32714,33,13,0,16,32651,1,1604,1154,0,5,5,0,0,0,0,0,6,0,1,4,47,33,0,0,1,1,110,4,65,1,13,3,1,4,2,2,5,54,45,3,1,0,1,0,1,0,1,21,0,0,10,5803
2021,Dacorum,E07000096,155083,71955,726,2547,896,4869,311,63681,72,52,0,38,63519,0,748,38,3,15,2,0,0,0,0,2,10,0,0,8,43,39,0,0,3,1,185,5,143,4,12,1,1,8,0,6,0,93,61,17,2,0,0,0,3,0,3,30,3,0,7,9350
2021,Hertsmere,E07000098,107824,45022,623,5337,18346,4062,245,26092,52,24,0,5,26011,0,1115,78,0,5,5,1,0,0,0,4,2,0,2,2,571,58,0,0,0,0,143,3,69,2,2,1,1,4,5,2,3,51,47,4,0,0,4,7,1,0,0,15,4,0,19,6982
2021,North Hertfordshire,E07000099,133208,58320,658,1455,369,2064,2280,59314,82,58,0,36,59137,1,732,15,2,17,7,0,0,0,0,3,6,0,0,11,29,20,0,0,0,2,137,3,157,6,18,47,0,11,1,2,1,80,108,10,4,0,2,1,1,1,0,20,0,0,10,8016
2021,Three Rivers,E07000102,93767,44655,486,7791,1463,3458,844,28922,34,14,1,12,28861,0,866,2,1,11,1,1,2,0,0,1,5,2,0,5,487,47,0,0,0,0,89,7,47,2,2,0,0,2,2,0,3,38,42,7,3,0,1,0,1,0,0,14,1,0,40,5282
2021,Watford,E07000103,102250,45447,1021,8398,944,13262,664,25340,52,17,2,14,25255,0,863,12,1,16,5,1,0,0,0,1,3,0,6,2,305,79,0,0,1,0,167,2,62,0,11,6,2,4,0,6,7,63,43,7,2,0,2,0,3,0,0,23,5,0,16,6311
2021,Ashford,E07000105,132746,63197,1341,2717,142,2110,147,54002,63,26,1,22,53890,0,1532,13,0,7,3,0,0,0,0,0,8,4,0,11,15,32,1,1,0,0,164,5,177,8,9,0,1,9,2,896,0,46,63,9,0,0,0,6,5,0,0,24,2,0,11,7558
2021,Canterbury,E07000106,157431,73413,961,1297,310,2875,279,66085,146,40,2,48,65849,0,1149,31,1,16,6,3,0,0,0,5,9,0,0,23,37,37,0,1,2,2,201,5,268,10,3,1,8,22,4,114,0,139,99,22,7,0,1,0,2,0,2,58,4,0,6,11062
2021,Dartford,E07000107,116750,56172,691,4433,91,4100,2014,42581,53,18,0,14,42496,0,463,4,0,8,1,0,2,0,0,0,3,0,0,9,12,25,1,2,0,1,111,7,99,1,5,14,1,9,6,9,3,43,42,2,0,0,3,5,1,0,0,16,5,0,13,6205
2021,Dover,E07000108,116412,57768,591,723,113,734,73,49302,55,30,1,35,49181,0,651,0,3,1,4,0,0,0,0,4,8,0,1,8,7,13,0,0,1,0,97,7,215,8,4,0,1,14,3,47,3,69,72,4,4,0,1,0,3,0,0,41,5,0,3,6457
2021,Gravesham,E07000109,106897,52565,347,1491,76,3326,8560,34353,40,18,0,9,34286,0,662,24,1,8,2,0,0,0,0,5,5,0,7,8,16,33,0,0,1,0,103,6,145,3,3,141,0,8,4,1,2,30,70,5,1,0,2,0,2,0,0,23,1,0,2,5517
2021,Maidstone,E07000110,175784,86589,1341,2477,164,3332,270,70503,74,37,2,40,70350,0,1124,28,0,4,11,0,0,0,0,6,3,0,0,15,5,24,0,0,1,2,185,6,228,4,17,0,1,17,4,323,1,93,87,10,1,0,1,1,1,0,0,34,3,0,8,9984
2021,Sevenoaks,E07000111,120516,62479,464,805,234,1088,288,47639,59,24,0,18,47538,0,417,1,1,3,6,0,0,0,1,0,2,0,0,9,5,8,0,0,0,0,97,6,117,5,4,0,0,4,3,2,2,56,47,11,1,0,1,0,0,0,1,16,1,0,7,7102
2021,Folkestone and Hythe,E07000112,109758,52653,1074,1625,146,1107,46,45891,50,24,0,15,45802,0,974,0,1,2,4,0,0,0,0,2,3,0,2,6,4,17,0,0,0,2,147,2,221,4,2,0,2,12,2,309,4,65,94,6,0,1,0,0,4,0,0,47,3,0,6,6242
2021,Swale,E07000113,151671,71562,406,587,118,1529,208,68784,54,31,2,16,68681,0,666,5,3,1,10,0,0,0,0,1,6,0,0,13,0,16,0,0,0,1,144,2,236,4,11,10,3,11,3,1,3,53,73,5,0,0,1,0,1,0,0,45,3,0,1,7811
2021,Thanet,E07000114,140591,65654,598,803,268,2129,103,62054,84,36,0,27,61907,0,867,16,1,16,3,0,0,0,1,4,6,0,0,13,8,19,0,0,0,2,175,7,265,3,5,0,3,23,0,1,3,106,112,10,2,1,5,0,4,0,0,47,5,0,1,8115
2021,Tonbridge and Malling,E07000115,132200,64406,451,1167,163,1381,240,56515,67,20,0,27,56400,1,508,0,0,7,5,0,0,0,0,2,4,0,2,14,11,16,1,0,0,0,108,3,148,8,7,0,3,5,2,4,2,71,53,1,1,0,0,0,0,0,0,23,5,0,2,7369
2021,Tunbridge Wells,E07000116,115311,57258,484,1115,224,1904,81,46480,66,38,3,21,46352,0,558,5,9,8,2,0,1,0,0,6,1,0,0,16,6,28,1,0,0,0,116,4,142,3,3,1,0,10,3,13,4,66,64,14,2,0,0,0,1,0,0,19,1,0,9,7207
2021,Burnley,E07000117,94648,45608,227,174,33,13255,53,29821,32,14,1,4,29770,0,358,10,0,14,2,0,0,0,0,1,3,0,0,17,0,3,0,0,0,2,74,6,97,1,8,0,3,10,4,0,1,22,47,1,1,4,0,0,1,0,0,18,4,0,4,5119
2021,Chorley,E07000118,117736,72438,286,335,59,1648,59,36384,47,11,3,17,36306,0,537,0,4,0,9,0,0,0,0,2,3,0,0,13,6,23,0,0,0,0,102,8,186,1,10,0,0,11,2,1,0,39,73,5,3,1,0,0,2,0,0,27,4,0,2,5990
2021,Fylde,E07000119,81374,50138,275,234,288,576,64,25389,35,18,1,13,25322,0,328,2,1,2,1,0,0,0,0,2,2,0,0,4,1,15,0,0,0,1,71,0,102,1,5,0,2,6,0,2,2,34,43,1,1,0,0,0,1,0,0,20,3,0,3,4082
2021,Hyndburn,E07000120,82236,41949,152,84,28,12049,30,23360,17,12,0,6,23325,0,342,0,0,1,0,0,0,0,0,1,4,0,0,13,0,5,0,0,0,0,52,5,153,3,1,6,0,4,0,1,1,18,43,2,0,3,0,0,1,0,0,24,1,0,0,4242
2021,Lancaster,E07000121,142934,74108,604,604,144,2663,147,54434,134,42,3,28,54227,0,808,0,9,15,5,0,1,0,0,5,8,0,0,20,7,32,1,0,1,3,158,4,247,15,5,8,1,15,4,0,3,84,98,13,1,0,0,0,3,0,1,35,3,0,3,9422
2021,Pendle,E07000122,95762,37526,223,70,32,24900,35,27526,24,7,0,9,27486,0,360,0,0,15,4,0,0,0,0,2,1,0,0,10,0,11,0,0,0,1,81,2,96,2,4,0,0,7,2,0,2,36,53,4,0,1,0,0,1,0,1,21,2,0,1,5090
2021,Preston,E07000123,147836,70424,435,4398,76,23825,1091,38931,77,23,1,16,38814,0,611,0,0,19,3,0,0,0,0,2,10,0,0,9,14,16,1,0,0,2,136,5,209,3,13,3,6,20,0,1,3,45,37,4,1,1,2,0,0,0,1,41,0,0,4,8045
2021,Ribble Valley,E07000124,61559,40855,132,178,22,796,24,16141,25,12,0,8,16096,0,163,0,0,6,0,0,0,0,0,0,3,0,0,4,1,4,0,0,0,1,26,1,50,0,4,0,0,5,0,0,0,16,34,2,0,0,0,0,1,0,0,4,0,0,1,3248
2021,Rossendale,E07000125,70869,34611,184,103,64,3476,32,28410,25,22,0,10,28353,0,334,0,0,1,1,0,0,0,0,0,4,0,0,12,0,5,0,1,1,0,69,3,112,1,1,0,0,6,0,1,0,24,62,6,1,0,0,0,3,0,0,16,2,0,2,3655
2021,South Ribble,E07000126,111037,68622,232,776,58,1027,117,34239,35,14,1,14,34175,0,381,0,2,1,3,0,0,0,0,0,2,0,0,10,1,9,0,0,0,0,70,2,153,1,6,0,2,20,0,0,1,30,43,2,0,0,1,0,1,0,0,17,4,0,0,5585
2021,West Lancashire,E07000127,117421,72269,262,241,70,507,94,37017,32,21,0,18,36946,0,352,3,1,5,1,0,1,0,0,0,7,0,0,6,2,8,0,0,0,0,77,2,101,3,6,0,0,9,0,1,1,29,47,2,1,0,0,0,2,0,0,33,2,0,2,6609
2021,Wyre,E07000128,111937,66973,294,183,85,452,26,37719,32,30,0,15,37642,0,473,0,0,2,1,0,0,0,0,2,3,0,0,18,2,11,0,0,2,0,89,3,126,5,3,0,1,5,0,1,0,47,115,9,0,0,0,0,0,0,1,23,1,0,3,5732
2021,Blaby,E07000129,102928,44684,263,3825,57,1421,2927,43852,40,27,1,15,43769,0,411,4,1,8,2,0,0,0,0,4,2,0,0,3,46,33,0,0,0,0,71,1,103,1,5,13,0,5,0,0,2,31,52,2,0,0,2,0,0,0,0,19,0,0,1,5488
2021,Charnwood,E07000130,183963,76327,643,12278,149,5703,2042,74902,137,31,0,38,74696,0,948,15,0,9,6,3,0,1,0,6,15,3,0,14,108,57,0,0,0,2,166,6,210,5,11,2,3,13,0,12,0,89,142,6,4,1,1,0,0,0,0,30,1,0,7,10971
2021,Harborough,E07000131,97628,49046,256,2477,118,1120,1467,37481,40,18,1,18,37403,1,382,1,0,0,4,0,0,0,0,2,6,0,0,7,18,15,0,0,1,1,92,4,105,3,6,6,0,13,0,2,0,47,27,5,3,0,0,0,1,0,0,13,0,0,0,5281
2021,Hinckley and Bosworth,E07000132,113638,56637,265,1251,39,796,740,47368,54,18,0,18,47278,0,555,4,1,3,7,0,0,0,0,2,8,0,0,11,26,13,0,1,0,0,109,1,172,4,1,10,1,4,3,0,2,37,101,3,4,1,1,0,0,0,0,24,1,0,0,5987
2021,Melton,E07000133,51755,27771,148,200,28,130,70,20364,31,16,0,6,20311,0,183,7,0,0,4,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,38,1,77,5,0,0,0,2,0,0,0,16,16,1,0,0,0,0,0,0,0,9,1,0,0,2861
2021,North West Leicestershire,E07000134,104708,51429,221,478,45,419,304,45987,60,21,2,12,45892,0,463,10,1,8,0,0,0,0,0,0,8,0,0,10,3,12,0,0,0,0,94,4,153,1,2,0,3,6,0,14,0,37,51,6,2,1,0,0,0,5,0,30,1,0,1,5362
2021,Oadby and Wigston,E07000135,57745,19996,185,5747,95,6480,4342,17441,15,9,0,7,17410,0,331,1,1,1,1,1,0,0,0,0,0,0,1,3,114,28,0,0,0,0,36,2,64,0,2,15,1,3,0,0,1,20,21,0,0,0,0,0,1,0,0,13,1,0,0,3128
2021,Boston,E07000136,70502,42171,164,237,41,967,32,22034,15,15,0,6,21998,0,283,1,0,0,0,0,0,0,0,3,3,0,0,5,1,1,0,0,1,1,74,0,110,2,5,0,0,6,1,0,0,20,26,2,2,0,0,0,0,0,0,17,2,0,0,4573
2021,East Lindsey,E07000137,142298,76661,324,195,84,457,89,55196,48,31,1,23,55090,3,690,20,1,2,3,0,0,0,0,0,10,0,0,17,1,19,1,0,3,1,90,5,240,9,5,0,0,12,1,0,0,56,117,11,1,2,0,0,3,0,0,54,2,0,4,8602
2021,Lincoln,E07000138,103805,43898,355,456,70,1896,103,48938,95,25,2,11,48805,0,787,9,2,22,4,0,0,0,0,5,5,0,2,18,5,14,1,1,1,1,147,1,252,2,12,0,3,26,0,2,5,77,74,10,0,0,0,1,0,0,0,71,0,12,2,7302
2021,North Kesteven,E07000139,118074,63147,215,244,67,529,91,46641,45,31,0,19,46546,0,546,0,2,1,3,1,0,0,0,3,2,0,0,11,1,9,0,0,0,0,95,4,187,3,2,0,1,5,0,6,1,60,100,6,0,0,0,0,0,0,0,30,6,0,7,6594
2021,South Holland,E07000140,95125,56024,171,219,62,448,117,31440,32,21,0,8,31379,0,416,5,0,4,3,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,91,5,145,3,2,0,0,7,0,0,1,31,74,4,1,0,0,0,0,0,0,27,3,0,1,6228
2021,South Kesteven,E07000141,143404,78626,374,853,126,731,119,53838,75,31,1,45,53686,0,572,11,1,4,0,0,0,0,1,0,6,0,4,6,1,14,0,0,2,2,116,3,197,2,3,0,3,7,2,1,2,55,76,5,4,0,0,0,4,0,0,37,2,0,1,8165
2021,West Lindsey,E07000142,95152,52061,221,290,45,383,130,36111,38,17,0,9,36047,0,481,0,1,5,1,0,0,0,0,2,5,0,1,9,4,13,0,0,0,2,84,4,183,6,1,0,1,5,3,1,0,46,57,1,0,0,0,0,3,0,0,39,1,0,3,5430
2021,Breckland,E07000143,141475,70710,400,209,145,650,62,59622,64,38,0,25,59495,0,800,17,0,0,2,0,0,0,1,1,4,0,0,25,0,19,0,0,1,0,170,7,272,3,5,0,3,15,0,20,2,70,123,5,0,0,0,0,1,0,2,29,1,0,2,8877
2021,Broadland,E07000144,131723,62767,391,372,157,648,89,58584,75,29,2,28,58449,1,576,6,1,12,6,1,0,0,0,0,3,0,0,10,10,12,0,0,0,2,112,4,166,5,5,2,1,10,3,0,1,58,101,3,2,1,0,0,6,0,0,28,2,0,3,8139
2021,Great Yarmouth,E07000145,99743,46564,267,351,63,723,37,45084,26,27,4,13,45014,0,534,9,0,3,4,0,0,0,0,0,2,0,0,20,2,17,0,0,0,1,102,12,175,1,4,0,2,8,0,0,0,45,95,2,1,0,0,0,1,0,0,27,1,0,0,6120
2021,King's Lynn and West Norfolk,E07000146,154328,80869,476,428,157,804,119,60898,53,27,1,25,60792,0,795,6,1,3,5,0,0,0,0,2,5,1,0,22,5,17,0,2,1,1,167,4,270,7,9,0,2,16,3,5,7,58,106,8,1,0,0,0,2,0,0,51,5,0,3,9782
2021,North Norfolk,E07000147,102979,53825,373,75,130,173,17,40804,40,18,0,24,40722,0,641,14,1,3,5,0,0,0,0,1,11,1,0,9,2,12,1,0,4,0,94,6,234,7,5,0,1,9,3,1,0,57,108,10,3,1,0,0,5,0,0,26,5,0,2,6941
2021,Norwich,E07000148,143919,48399,983,1719,331,4289,185,76970,185,56,0,51,76678,0,1283,33,7,12,14,1,0,0,0,8,6,2,0,16,23,43,0,1,1,3,241,16,366,16,16,1,4,31,1,8,12,164,128,21,5,0,0,0,1,0,1,68,7,0,6,9760
2021,South Norfolk,E07000149,141958,67308,524,542,197,859,57,62982,73,33,0,31,62844,1,672,13,1,11,5,0,0,0,0,7,4,0,0,11,5,23,0,1,3,2,130,13,201,12,6,0,4,8,0,1,1,70,96,2,4,0,0,0,2,0,0,31,3,1,1,8817
2021,Craven,E07000163,56932,30643,129,98,48,622,32,21905,41,21,0,14,21829,0,255,0,0,4,1,1,1,0,0,0,1,0,0,5,1,8,0,0,0,2,64,1,86,2,0,0,0,2,1,1,1,26,28,3,4,0,0,0,0,0,0,8,4,0,0,3200
2021,Hambleton,E07000164,90686,53848,200,91,55,243,30,30917,45,20,0,23,30829,0,324,0,3,4,4,0,0,0,0,2,1,0,2,10,2,7,0,0,1,0,77,2,113,2,5,2,2,2,2,3,0,23,31,4,2,0,0,0,2,0,0,14,1,0,1,4978
2021,Harrogate,E07000165,162660,90356,561,455,359,901,122,58938,104,27,2,51,58754,0,667,5,2,8,6,0,0,0,4,1,12,0,3,15,4,20,0,0,2,1,157,8,178,9,6,0,2,13,4,11,2,69,77,13,2,0,1,0,1,2,0,26,1,0,2,10301
2021,Richmondshire,E07000166,49773,27736,480,733,20,116,21,17803,29,9,0,9,17756,0,355,0,3,0,0,0,0,0,0,1,1,0,0,14,1,9,0,0,1,0,68,0,81,1,17,0,0,5,0,98,1,22,21,1,0,0,0,0,0,0,0,7,1,0,2,2509
2021,Ryedale,E07000167,54703,32101,123,29,29,164,9,18708,28,6,0,14,18660,0,233,0,1,4,2,0,0,0,0,2,8,0,0,3,0,5,0,0,2,0,54,2,83,3,0,0,3,3,1,4,0,18,19,4,3,1,0,0,0,0,0,6,1,0,1,3307
2021,Scarborough,E07000168,108733,57393,357,152,56,713,10,42884,47,16,0,32,42789,0,554,0,0,0,5,1,0,0,0,1,4,0,0,10,0,13,1,0,2,5,112,4,190,6,7,0,7,12,1,0,0,71,60,5,3,0,0,0,1,0,0,29,2,0,2,6614
2021,Selby,E07000169,91988,50361,183,119,64,225,102,35719,30,16,0,14,35658,1,366,0,1,2,4,0,0,0,0,2,6,0,0,10,3,5,0,0,0,1,77,4,123,2,0,0,2,5,2,0,2,40,43,3,4,0,0,0,0,0,0,22,2,0,1,4849
2021,Ashfield,E07000170,126302,53095,250,418,40,762,294,63479,58,37,1,17,63366,0,597,0,1,6,7,0,0,0,0,4,9,0,0,20,0,15,0,0,0,0,100,2,239,3,6,2,2,15,0,1,2,33,87,9,3,0,0,0,0,0,0,27,3,0,1,7367
2021,Bassetlaw,E07000171,117803,65122,253,271,45,734,182,44233,48,15,0,11,44159,0,472,14,2,5,6,0,1,0,0,0,3,0,0,10,1,8,0,0,1,0,101,3,139,0,5,0,0,6,1,1,1,27,96,2,3,0,0,0,1,0,0,33,2,0,0,6491
2021,Broxtowe,E07000172,110938,46644,475,1215,122,2545,1037,51966,97,37,0,24,51807,1,538,3,0,4,3,0,0,0,2,3,7,0,1,10,25,24,0,0,0,2,99,1,170,6,3,1,1,11,2,7,1,57,65,5,2,0,1,0,2,0,0,15,1,0,4,6396
2021,Gedling,E07000173,117266,49698,364,774,98,2478,952,55880,57,21,0,30,55772,0,551,26,1,14,3,0,0,0,1,1,6,0,4,10,17,23,1,0,1,0,109,2,174,2,12,0,3,8,1,0,2,45,41,1,0,0,3,0,1,0,0,26,2,4,7,6471
2021,Mansfield,E07000174,110480,51385,305,376,37,1240,239,50399,35,21,0,7,50336,0,487,38,0,0,3,0,0,0,0,1,2,0,1,12,0,8,0,0,0,0,96,3,161,1,7,0,1,12,1,0,1,44,67,2,1,0,0,0,0,0,0,23,2,0,0,6012
2021,Newark and Sherwood,E07000175,122958,63222,289,229,90,749,166,50655,46,28,1,23,50557,0,516,2,1,2,6,0,0,0,0,1,5,0,0,23,2,15,1,0,0,0,86,4,210,2,5,0,0,14,0,2,0,43,65,6,0,0,0,0,1,0,0,18,2,0,0,7042
2021,Rushcliffe,E07000176,119073,52467,402,1856,280,2677,1167,52917,69,32,0,32,52784,0,583,6,5,14,3,3,0,0,0,2,14,1,0,11,30,34,0,0,0,2,107,1,146,4,13,4,1,4,1,2,0,59,70,6,2,0,0,0,2,0,0,24,1,0,11,6724
2021,Cherwell,E07000177,161020,80987,900,1243,200,5206,622,61284,86,46,0,36,61116,0,825,3,0,7,13,0,0,2,0,4,10,0,0,23,24,28,0,1,0,3,207,2,205,9,19,5,0,13,2,20,3,70,88,8,2,0,0,0,1,1,0,37,7,0,8,9753
2021,Oxford,E07000178,162037,61750,1195,2523,1120,14093,599,63200,221,72,0,46,62861,0,1447,18,9,61,17,1,0,0,0,7,8,4,0,10,33,55,0,0,1,1,361,7,246,16,14,10,5,14,1,163,18,159,76,19,6,2,1,1,2,45,1,21,1,6,27,16110
2021,South Oxfordshire,E07000179,149084,74332,618,1095,342,1441,252,61344,126,39,3,52,61124,0,670,4,1,9,5,7,0,0,0,1,7,0,2,12,10,30,1,0,1,2,163,0,153,4,3,0,3,11,2,11,6,85,70,12,2,0,1,0,1,0,5,33,3,2,8,8990
2021,Vale of White Horse,E07000180,138910,67443,755,1193,268,1982,250,57893,122,55,1,38,57677,0,684,13,4,38,9,0,0,0,0,2,5,0,0,9,10,19,0,0,0,1,130,2,164,6,23,0,0,6,1,72,4,67,48,8,1,1,1,0,2,4,2,26,4,0,2,8442
2021,West Oxfordshire,E07000181,114240,58801,433,278,187,757,62,46393,73,22,2,26,46270,0,608,20,2,19,6,1,0,0,0,3,8,0,0,16,4,14,0,0,0,0,121,4,165,10,3,1,0,11,1,6,2,68,81,12,0,0,1,0,2,0,1,20,0,0,6,6721
2021,Mendip,E07000187,116088,54485,601,173,151,338,28,50786,70,38,1,47,50630,0,1407,0,11,11,7,0,0,0,0,2,31,0,0,23,1,55,11,3,6,4,216,16,628,22,9,0,0,11,1,8,4,194,58,25,2,0,0,0,9,0,0,33,3,0,3,8119
